----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.1.2.9001--------------------------
-------------------------2024-11-30T14:59:05--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.22631---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
------------------------------.NET 8.0.8------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 12--------------------------
--------------------Total Physical Memory 27.89 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2024-11-30T14:59:04.1713|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2024-11-30T14:59:05.8173|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2024-11-30T14:59:05.9148|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2024-11-30T14:59:05.9153|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2024-11-30T14:59:07.0553|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2024-11-30T14:59:07.2702|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2024-11-30T14:59:07.5142|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2024-11-30T14:59:07.6185|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2024-11-30T14:59:07.7686|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2024-11-30T14:59:08.0317|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2024-11-30T14:59:08.2056|INFO|CameraChooserVM.cs|GetEquipment|244|Found 0 SBIG Cameras
2024-11-30T14:59:08.5166|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 36.81 GB
2024-11-30T14:59:08.5168|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive D:\: 4456.28 GB
2024-11-30T14:59:08.5177|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2024-11-30T14:59:08.5194|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
2024-11-30T14:59:08.5220|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive F:\ is not ready
2024-11-30T14:59:08.7092|INFO|EarthRotationParameterUpdater.cs|Update|121|Updating EarthRotationParameters due to being outdated. Last available parameter date 2024-11-19
2024-11-30T14:59:08.7824|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin ASA Tools version 3.1.2.0 by Gerald Hitz (photon)
2024-11-30T14:59:08.8788|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Connector version 2.0.3.0 by Stefan Berg
2024-11-30T14:59:09.0938|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Device Actions and Commands version 2.0.0.0 by Dale Ghent
