----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.1.2.9001--------------------------
-------------------------2024-12-01T00:00:09--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.22631---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
------------------------------.NET 8.0.8------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 12--------------------------
--------------------Total Physical Memory 27.89 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2024-12-01T00:00:09.8253|INFO|DomeVM.cs|SlewToAzimuth|630|Slewing dome to azimuth 176.12008369835158°
2024-12-01T00:00:09.8303|INFO|NINAEventWatcher.cs|LogFileRolled|85|web viewer detected log roll, new file is 20241130-145903-3.1.2.9001.3880-202412.log
2024-12-01T00:00:09.8481|INFO|NINALogWatcher.cs|Start|29|web viewer: watching log file: C:\Users\AMOS\AppData\Local\NINA\Logs\20241130-145903-3.1.2.9001.3880-202411.log
2024-12-01T00:02:21.8283|INFO|DomeVM.cs|SlewToAzimuth|630|Slewing dome to azimuth 177.15151702904512°
2024-12-01T00:03:37.5298|INFO|SequenceItem.cs|Run|254|Finishing Category: Camera, Item: TakeExposure, ExposureTime 300, Gain 102, Offset 50, ImageType LIGHT, Binning 1x1
2024-12-01T00:03:37.5315|INFO|SequenceItem.cs|Run|208|Starting Category: Filter Wheel, Item: SwitchFilter, Filter: Lum
2024-12-01T00:03:37.5351|INFO|SequenceItem.cs|Run|254|Finishing Category: Filter Wheel, Item: SwitchFilter, Filter: Lum
2024-12-01T00:03:37.5359|INFO|SequenceTrigger.cs|Run|114|Starting Trigger: DitherAfterExposures, After Exposures: 1
2024-12-01T00:03:37.5360|INFO|SequenceItem.cs|Run|208|Starting Category: * Instruction Set *, Container: NINA.Sequencer.Container.SequentialContainer, Strategy: SequentialStrategy, Items[CREATED]: 1
2024-12-01T00:03:37.5360|INFO|SequenceItem.cs|Run|208|Starting Category: Guider, Item: Dither
2024-12-01T00:03:37.6456|INFO|DirectGuider.cs|SelectDitherPulse|289|Dither target from (7.790456959021312, -10.558043528580932) to (1.4904340006771064, 3.288567802463743) using guide durations of -0.5211150322926308 and 1.1453414310758803 seconds
2024-12-01T00:03:37.7007|INFO|ImageSolver.cs|Solve|41|Platesolving with parameters: FocalLength: 1260 PixelSize: 3.8 SearchRadius: 30 BlindFailoverEnabled: True Regions: 5000 DownSampleFactor: 0 MaxObjects: 500 Reference Coordinates RA: 05:34:32 Dec: 22° 00' 59" Epoch: J2000
2024-12-01T00:03:37.8404|INFO|BaseImageData.cs|SaveToDisk|344|Saved image to C:\Users\AMOS\AppData\Local\NINA\PlateSolver\uw3wtjww.pza.fits
2024-12-01T00:03:38.6454|INFO|ImageSolver.cs|Solve|54|Platesolve successful: Coordinates: RA: 05:34:33; Dec: 22° 00' 59"; Epoch: J2000
2024-12-01T00:03:38.6455|INFO|CenterAfterDriftTrigger.cs|PlatesolvingImageFollower_PropertyChanged|189|Drift: 0.29383453277752686 / 0.5 arc minutes
2024-12-01T00:03:39.1388|INFO|HocusFocusStarDetection.cs|Detect|410|Average HFR: 2.5437160306113555, HFR MAD: 0.19369143462103677, Detected Stars 2580, Region: 0
2024-12-01T00:03:39.4434|INFO|BaseImageData.cs|SaveToDisk|344|Saved image to C:\Users\AMOS\Documents\N.I.N.A\2024-11-30\LIGHT\2024-11-30_23-58-35_Lum_-15.00_300.00s_0049_20.50_Crab Nebula_2.85_0.26__0.00.fits
2024-12-01T00:03:39.4435|INFO|ImageSaveController.cs|DoWork|97|Successfully saved file at C:\Users\AMOS\Documents\N.I.N.A\2024-11-30\LIGHT\2024-11-30_23-58-35_Lum_-15.00_300.00s_0049_20.50_Crab Nebula_2.85_0.26__0.00.fits. Duration Total: 00:00:01.7429215; BeforeSave: 00:00:00.0000955; BeforeFinalizeImageSaved: 00:00:01.6374144; FinalizeSaveTime: 00:00:00.1054099
2024-12-01T00:03:48.9693|INFO|SequenceItem.cs|Run|254|Finishing Category: Guider, Item: Dither
2024-12-01T00:03:48.9695|INFO|SequenceItem.cs|Run|254|Finishing Category: * Instruction Set *, Container: NINA.Sequencer.Container.SequentialContainer, Strategy: SequentialStrategy, Items[FINISHED]: 1
2024-12-01T00:03:48.9696|INFO|SequenceTrigger.cs|Run|114|Starting Trigger: AutofocusAfterTimeTrigger, Amount: 30m
2024-12-01T00:03:48.9696|INFO|SequenceItem.cs|Run|208|Starting Category: * Instruction Set *, Container: NINA.Sequencer.Container.SequentialContainer, Strategy: SequentialStrategy, Items[CREATED]: 1
2024-12-01T00:03:48.9696|INFO|SequenceItem.cs|Run|208|Starting Category: Focuser, Item: RunAutofocus
2024-12-01T00:03:49.2054|INFO|CameraVM.cs|Capture|737|Starting Exposure - Exposure Time: 5s; Filter: Lum; Gain: 102; Offset 50; Binning: 1x1;
2024-12-01T00:03:55.9925|INFO|AutoFocusEngine.cs|StartBlindFocusPoints|788|Waiting on initial HFR analysis
2024-12-01T00:03:56.0261|INFO|FocuserVM.cs|MoveFocuserInternal|213|Moving Focuser to position 15546
2024-12-01T00:03:56.8324|INFO|HocusFocusStarDetection.cs|Detect|410|Average HFR: 2.3495748792416733, HFR MAD: 0.19452356549850247, Detected Stars 1001, Region: 0
2024-12-01T00:04:01.8847|INFO|CameraVM.cs|Capture|737|Starting Exposure - Exposure Time: 5s; Filter: Lum; Gain: 102; Offset 50; Binning: 1x1;
2024-12-01T00:04:08.6842|INFO|FocuserVM.cs|MoveFocuserInternal|213|Moving Focuser to position 15486
2024-12-01T00:04:09.4325|INFO|HocusFocusStarDetection.cs|Detect|410|Average HFR: 10.001145792829371, HFR MAD: 0.31920443859116965, Detected Stars 77, Region: 0
2024-12-01T00:04:13.8858|INFO|CameraVM.cs|Capture|737|Starting Exposure - Exposure Time: 5s; Filter: Lum; Gain: 102; Offset 50; Binning: 1x1;
2024-12-01T00:04:20.5907|INFO|FocuserVM.cs|MoveFocuserInternal|213|Moving Focuser to position 15426
2024-12-01T00:04:21.3892|INFO|HocusFocusStarDetection.cs|Detect|410|Average HFR: 7.410200302571357, HFR MAD: 0.3471934211782708, Detected Stars 166, Region: 0
