----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.1.2.9001--------------------------
-------------------------2024-12-31T17:58:23--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.26100---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
------------------------------.NET 8.0.8------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 12--------------------------
--------------------Total Physical Memory 27.89 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2024-12-31T17:58:23.9455|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2024-12-31T17:58:24.1013|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2024-12-31T17:58:24.2101|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2024-12-31T17:58:24.2107|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2024-12-31T17:58:25.2312|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2024-12-31T17:58:25.2665|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2024-12-31T17:58:25.2699|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2024-12-31T17:58:25.2739|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2024-12-31T17:58:25.3057|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2024-12-31T17:58:25.3105|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2024-12-31T17:58:25.3282|INFO|CameraChooserVM.cs|GetEquipment|244|Found 0 SBIG Cameras
2024-12-31T17:58:26.0459|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 88.66 GB
2024-12-31T17:58:26.0461|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive D:\: 4349.01 GB
2024-12-31T17:58:26.0470|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2024-12-31T17:58:26.0490|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
2024-12-31T17:58:26.0518|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive F:\ is not ready
2024-12-31T17:58:26.2676|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin ASA Tools version 3.1.2.0 by Gerald Hitz (photon)
2024-12-31T17:58:26.2914|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Connector version 2.0.3.0 by Stefan Berg
