----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.1.2.9001--------------------------
-------------------------2025-01-02T18:55:37--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.26100---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
------------------------------.NET 8.0.8------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 12--------------------------
--------------------Total Physical Memory 27.89 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2025-01-02T18:55:37.8869|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2025-01-02T18:55:38.0283|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2025-01-02T18:55:38.1466|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2025-01-02T18:55:38.1472|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2025-01-02T18:55:39.1682|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2025-01-02T18:55:39.2081|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2025-01-02T18:55:39.2116|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2025-01-02T18:55:39.2163|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2025-01-02T18:55:39.2490|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2025-01-02T18:55:39.2536|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2025-01-02T18:55:39.2587|INFO|CameraChooserVM.cs|GetEquipment|244|Found 0 SBIG Cameras
2025-01-02T18:55:39.8742|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 91.02 GB
2025-01-02T18:55:39.8744|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive D:\: 4337.62 GB
2025-01-02T18:55:39.8756|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2025-01-02T18:55:39.8784|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
2025-01-02T18:55:39.8813|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive F:\ is not ready
2025-01-02T18:55:40.0804|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin ASA Tools version 3.1.2.0 by Gerald Hitz (photon)
2025-01-02T18:55:40.1055|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Connector version 2.0.3.0 by Stefan Berg
2025-01-02T18:55:40.1313|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Device Actions and Commands version 2.0.0.0 by Dale Ghent
2025-01-02T18:55:40.1434|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Filter Offset Calculator version 2.0.0.0 by S. Dimant & Stefan Berg
2025-01-02T18:55:40.2190|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Ground Station version 2.4.1.0 by Dale Ghent
2025-01-02T18:55:40.3417|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Hocus Focus version 3.0.0.18 by George Hilios (jokogeo)
