----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.1.2.9001--------------------------
-------------------------2025-01-17T19:29:24--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.26100---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
------------------------------.NET 8.0.8------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 12--------------------------
--------------------Total Physical Memory 27.89 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2025-01-17T19:29:24.2253|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2025-01-17T19:29:24.5881|ERROR|DllLoader.cs|LoadDllFromAbsolutePath|53|DllLoader failed to load library C:\Program Files\N.I.N.A. - Nighttime Imaging 'N' Astronomy\External\x64\Atik\Atik.Core.dll due to error code 126
2025-01-17T19:29:25.4633|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2025-01-17T19:29:25.7705|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2025-01-17T19:29:25.7709|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2025-01-17T19:29:26.8790|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2025-01-17T19:29:26.9800|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2025-01-17T19:29:27.1559|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2025-01-17T19:29:27.2637|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2025-01-17T19:29:27.4176|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2025-01-17T19:29:27.6270|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2025-01-17T19:29:27.6388|INFO|CameraChooserVM.cs|GetEquipment|244|Found 0 SBIG Cameras
2025-01-17T19:29:27.7179|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 40.03 GB
2025-01-17T19:29:27.7181|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive D:\: 4337.62 GB
2025-01-17T19:29:27.7188|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
2025-01-17T19:29:27.7189|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2025-01-17T19:29:27.7235|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive F:\ is not ready
2025-01-17T19:29:27.8993|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin ASA Tools version 3.1.2.0 by Gerald Hitz (photon)
2025-01-17T19:29:28.6142|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Connector version 2.0.3.0 by Stefan Berg
2025-01-17T19:29:28.8319|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Device Actions and Commands version 2.0.0.0 by Dale Ghent
2025-01-17T19:29:29.0522|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Filter Offset Calculator version 2.0.0.0 by S. Dimant & Stefan Berg
2025-01-17T19:29:29.2446|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Ground Station version 2.4.1.0 by Dale Ghent
2025-01-17T19:29:31.2095|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Hocus Focus version 3.0.0.18 by George Hilios (jokogeo)
2025-01-17T19:29:31.5772|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Moon Angle version 2.2.0.0 by Dale Ghent
2025-01-17T19:29:31.7196|INFO|OrbitalElementsAccessor.cs|LoadJWST|87|No JWST vector table loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\JWSTVectorTable.bin.gz
2025-01-17T19:29:31.7203|INFO|OrbitalElementsAccessor.cs|LoadObjectType|118|No NumberedAsteroids orbital elements loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\NumberedAsteroidsElements.bin.gz
2025-01-17T19:29:31.7203|INFO|OrbitalElementsAccessor.cs|LoadObjectType|118|No UnnumberedAsteroids orbital elements loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\UnnumberedAsteroidsElements.bin.gz
2025-01-17T19:29:31.7203|INFO|OrbitalElementsAccessor.cs|LoadObjectType|118|No Comet orbital elements loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\MPC_CometElements.bin.gz
2025-01-17T19:29:31.7240|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Orbitals version 3.0.0.13 by George Hilios (jokogeo)
2025-01-17T19:29:31.8738|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Phd2 Tools version 1.0.5.0 by Stefan Berg @isbeorn
2025-01-17T19:29:32.0846|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Remote Copy version 3.0.0.0 by Tom Palmer @tcpalmer
2025-01-17T19:29:33.8739|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Sequencer Powerups version 3.22.0.3 by Marc Blank
2025-01-17T19:29:35.0478|ERROR|DllLoader.cs|LoadDllFromAbsolutePath|53|DllLoader failed to load library C:\Program Files\N.I.N.A. - Nighttime Imaging 'N' Astronomy\External\x64\SQLite\SQLite.Interop.dll due to error code 126
2025-01-17T19:29:35.3452|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Target Scheduler version 4.9.1.0 by Tom Palmer @tcpalmer
2025-01-17T19:29:35.5086|INFO|SessionHistoryManager.cs|PurgeHistoryOlderThan|102|purging web session history older than 10 days
2025-01-17T19:29:35.5447|INFO|NINAWeb.cs|changePluginState|260|Web plugin state change from OFF to ON
2025-01-17T19:29:35.5458|INFO|NINALogWatcher.cs|Start|29|web viewer: watching log file: C:\Users\AMOS\AppData\Local\NINA\Logs\20250117-192923-3.1.2.9001.9116-202501.log
2025-01-17T19:29:35.5482|INFO|AutofocusDirectoryWatcher.cs|Watch|31|web viewer: watching AF directory file: C:\Users\AMOS\AppData\Local\NINA\AutoFocus
